LAMBDA,G,G_err,BP,BP_err,RP,RP_err
3760,1.04306542e-01,6.97114113e-03,1.34988037e-01,5.74455115e-03,0.00,0.00
3762.5,1.04972156e-01,7.25409516e-03,1.32448829e-01,5.90909763e-03,0.00,0.00
3765,1.05637771e-01,7.54282397e-03,1.29905044e-01,6.07478488e-03,0.00,0.00
3767.5,1.06303385e-01,7.83668932e-03,1.27356683e-01,6.24154818e-03,0.00,0.00
3770,1.06968999e-01,8.13513458e-03,1.24803744e-01,6.40932904e-03,0.00,0.00
3772.5,1.07719340e-01,8.43388480e-03,1.21830020e-01,6.60191762e-03,0.00,0.00
3775,1.08469680e-01,8.73602304e-03,1.18855314e-01,6.79547322e-03,0.00,0.00
3777.5,1.09220021e-01,9.04120966e-03,1.15879625e-01,6.98992158e-03,0.00,0.00
3780,1.09970361e-01,9.34914613e-03,1.12902954e-01,7.18519612e-03,0.00,0.00
3782.5,1.10903182e-01,9.61146105e-03,1.11153824e-01,7.29491219e-03,0.00,0.00
3785,1.11836003e-01,9.87485724e-03,1.09408816e-01,7.40453232e-03,0.00,0.00
3787.5,1.12768823e-01,1.01392504e-02,1.07667930e-01,7.51404577e-03,0.00,0.00
3790,1.13701644e-01,1.04045646e-02,1.05931166e-01,7.62344246e-03,0.00,0.00
3792.5,1.14791814e-01,1.06342471e-02,1.04955311e-01,7.69665988e-03,0.00,0.00
3795,1.15881984e-01,1.08642520e-02,1.03981503e-01,7.76974436e-03,0.00,0.00
3797.5,1.16972154e-01,1.10945592e-02,1.03009743e-01,7.84269357e-03,0.00,0.00
3800,1.18062324e-01,1.13251503e-02,1.02040030e-01,7.91550531e-03,0.00,0.00
3802.5,1.19335695e-01,1.15181801e-02,1.01933250e-01,7.97821455e-03,0.00,0.00
3805,1.20609067e-01,1.17112508e-02,1.01826108e-01,8.04104099e-03,0.00,0.00
3807.5,1.21882438e-01,1.19043604e-02,1.01718603e-01,8.10398434e-03,0.00,0.00
3810,1.23155809e-01,1.20975071e-02,1.01610737e-01,8.16704430e-03,0.00,0.00
3812.5,1.24669310e-01,1.22401576e-02,1.02733803e-01,8.19813533e-03,0.00,0.00
3815,1.26182811e-01,1.23828434e-02,1.03861479e-01,8.22927909e-03,0.00,0.00
3817.5,1.27696311e-01,1.25255633e-02,1.04993767e-01,8.26047561e-03,0.00,0.00
3820,1.29209812e-01,1.26683161e-02,1.06130665e-01,8.29172492e-03,0.00,0.00
3822.5,1.30919734e-01,1.27908117e-02,1.07276895e-01,8.33750523e-03,0.00,0.00
3825,1.32629655e-01,1.29134141e-02,1.08427498e-01,8.38341038e-03,0.00,0.00
3827.5,1.34339576e-01,1.30361203e-02,1.09582472e-01,8.42944035e-03,0.00,0.00
3830,1.36049497e-01,1.31589274e-02,1.10741818e-01,8.47559516e-03,0.00,0.00
3832.5,1.38014276e-01,1.32427224e-02,1.12503267e-01,8.47750991e-03,0.00,0.00
3835,1.39979055e-01,1.33268788e-02,1.14267092e-01,8.47943513e-03,0.00,0.00
3837.5,1.41943834e-01,1.34113898e-02,1.16033294e-01,8.48137089e-03,0.00,0.00
3840,1.43908613e-01,1.34962487e-02,1.17801872e-01,8.48331724e-03,0.00,0.00
3842.5,1.46114608e-01,1.35554593e-02,1.19711157e-01,8.45032221e-03,0.00,0.00
3845,1.48320603e-01,1.36152895e-02,1.21611066e-01,8.41742028e-03,0.00,0.00
3847.5,1.50526597e-01,1.36757312e-02,1.23501600e-01,8.38461142e-03,0.00,0.00
3850,1.52732592e-01,1.37367763e-02,1.25382760e-01,8.35189557e-03,0.00,0.00
3852.5,1.55234325e-01,1.37530073e-02,1.28467342e-01,8.25555296e-03,0.00,0.00
3855,1.57736058e-01,1.37705395e-02,1.31533640e-01,8.15979190e-03,0.00,0.00
3857.5,1.60237791e-01,1.37893680e-02,1.34581654e-01,8.06461596e-03,0.00,0.00
3860,1.62739524e-01,1.38094874e-02,1.37611385e-01,7.97002881e-03,0.00,0.00
3862.5,1.65462968e-01,1.38275292e-02,1.40969952e-01,7.91306660e-03,0.00,0.00
3865,1.68186412e-01,1.38469308e-02,1.44326117e-01,7.85627283e-03,0.00,0.00
3867.5,1.70909856e-01,1.38676865e-02,1.47679880e-01,7.79965007e-03,0.00,0.00
3870,1.73633300e-01,1.38897902e-02,1.51031241e-01,7.74320096e-03,0.00,0.00
3872.5,1.76588299e-01,1.39149303e-02,1.54771405e-01,7.72649832e-03,0.00,0.00
3875,1.79543299e-01,1.39413452e-02,1.58526187e-01,7.70972423e-03,0.00,0.00
3877.5,1.82498299e-01,1.39690275e-02,1.62295586e-01,7.69288008e-03,0.00,0.00
3880,1.85453298e-01,1.39979699e-02,1.66079603e-01,7.67596726e-03,0.00,0.00
3882.5,1.88623173e-01,1.40131228e-02,1.70590610e-01,7.63413877e-03,0.00,0.00
3885,1.91793048e-01,1.40297554e-02,1.75120344e-01,7.59219469e-03,0.00,0.00
3887.5,1.94962923e-01,1.40478626e-02,1.79668805e-01,7.55013966e-03,0.00,0.00
3890,1.98132797e-01,1.40674386e-02,1.84235995e-01,7.50797847e-03,0.00,0.00
3892.5,2.01424013e-01,1.40828150e-02,1.88875664e-01,7.43262771e-03,0.00,0.00
3895,2.04715229e-01,1.40995563e-02,1.93517095e-01,7.35747798e-03,0.00,0.00
3897.5,2.08006445e-01,1.41176576e-02,1.98160287e-01,7.28253670e-03,0.00,0.00
3900,2.11297661e-01,1.41371136e-02,2.02805240e-01,7.20781155e-03,0.00,0.00
3902.5,2.14683237e-01,1.41568638e-02,2.07765980e-01,7.12555417e-03,0.00,0.00
3905,2.18068812e-01,1.41776605e-02,2.12729355e-01,7.04352933e-03,0.00,0.00
3907.5,2.21454387e-01,1.41994989e-02,2.17695365e-01,6.96174731e-03,0.00,0.00
3910,2.24839962e-01,1.42223745e-02,2.22664009e-01,6.88021887e-03,0.00,0.00
3912.5,2.28318033e-01,1.42456640e-02,2.28267692e-01,6.79502116e-03,0.00,0.00
3915,2.31796103e-01,1.42696620e-02,2.33886797e-01,6.70991196e-03,0.00,0.00
3917.5,2.35274174e-01,1.42943651e-02,2.39521324e-01,6.62490869e-03,0.00,0.00
3920,2.38752245e-01,1.43197694e-02,2.45171273e-01,6.54002975e-03,0.00,0.00
3922.5,2.42180815e-01,1.43740305e-02,2.50334784e-01,6.50619530e-03,0.00,0.00
3925,2.45609386e-01,1.44283614e-02,2.55519716e-01,6.47221641e-03,0.00,0.00
3927.5,2.49037956e-01,1.44827612e-02,2.60726070e-01,6.43809564e-03,0.00,0.00
3930,2.52466527e-01,1.45372293e-02,2.65953845e-01,6.40383561e-03,0.00,0.00
3932.5,2.55905768e-01,1.45821657e-02,2.71853304e-01,6.31062372e-03,0.00,0.00
3935,2.59345010e-01,1.46271439e-02,2.77767732e-01,6.21757692e-03,0.00,0.00
3937.5,2.62784251e-01,1.46721634e-02,2.83697130e-01,6.12471896e-03,0.00,0.00
3940,2.66223492e-01,1.47172239e-02,2.89641499e-01,6.03207510e-03,0.00,0.00
3942.5,2.69508355e-01,1.48023615e-02,2.93578398e-01,5.98188064e-03,0.00,0.00
3945,2.72793217e-01,1.48877978e-02,2.97500384e-01,5.93185393e-03,0.00,0.00
3947.5,2.76078080e-01,1.49735279e-02,3.01407459e-01,5.88199546e-03,0.00,0.00
3950,2.79362943e-01,1.50595466e-02,3.05299621e-01,5.83230576e-03,0.00,0.00
3952.5,2.82572718e-01,1.51516008e-02,3.08549312e-01,5.76580705e-03,0.00,0.00
3955,2.85782493e-01,1.52443198e-02,3.11765032e-01,5.69968094e-03,0.00,0.00
3957.5,2.88992268e-01,1.53376915e-02,3.14946779e-01,5.63392783e-03,0.00,0.00
3960,2.92202043e-01,1.54317041e-02,3.18094554e-01,5.56854810e-03,0.00,0.00
3962.5,2.95242751e-01,1.55524152e-02,3.20368297e-01,5.53851883e-03,0.00,0.00
3965,2.98283459e-01,1.56747739e-02,3.22612244e-01,5.50858007e-03,0.00,0.00
3967.5,3.01324167e-01,1.57987419e-02,3.24826397e-01,5.47873152e-03,0.00,0.00
3970,3.04364875e-01,1.59242815e-02,3.27010756e-01,5.44897290e-03,0.00,0.00
3972.5,3.07246002e-01,1.60688753e-02,3.29072499e-01,5.43786686e-03,0.00,0.00
3975,3.10127130e-01,1.62158643e-02,3.31113589e-01,5.42682212e-03,0.00,0.00
3977.5,3.13008257e-01,1.63651839e-02,3.33134025e-01,5.41583722e-03,0.00,0.00
3980,3.15889385e-01,1.65167709e-02,3.35133808e-01,5.40491072e-03,0.00,0.00
3982.5,3.18734967e-01,1.66289811e-02,3.39466823e-01,5.32875186e-03,0.00,0.00
3985,3.21580549e-01,1.67426694e-02,3.43797818e-01,5.25275466e-03,0.00,0.00
3987.5,3.24426131e-01,1.68578058e-02,3.48126792e-01,5.17692455e-03,0.00,0.00
3990,3.27271713e-01,1.69743610e-02,3.52453745e-01,5.10126727e-03,0.00,0.00
3992.5,3.29922487e-01,1.71039125e-02,3.57109186e-01,5.06549609e-03,0.00,0.00
3995,3.32573260e-01,1.72354250e-02,3.61783605e-01,5.02949604e-03,0.00,0.00
3997.5,3.35224034e-01,1.73688540e-02,3.66477003e-01,4.99326773e-03,0.00,0.00
4000,3.37874807e-01,1.75041555e-02,3.71189379e-01,4.95681178e-03,0.00,0.00
4002.5,3.40303713e-01,1.76788546e-02,3.75142212e-01,4.99688386e-03,0.00,0.00
4005,3.42732619e-01,1.78565251e-02,3.79114973e-01,5.03739542e-03,0.00,0.00
4007.5,3.45161524e-01,1.80370791e-02,3.83107662e-01,5.07834661e-03,0.00,0.00
4010,3.47590430e-01,1.82204308e-02,3.87120278e-01,5.11973750e-03,0.00,0.00
4012.5,3.49992928e-01,1.83727845e-02,3.91946949e-01,5.12605736e-03,0.00,0.00
4015,3.52395427e-01,1.85273020e-02,3.96801589e-01,5.13225847e-03,0.00,0.00
4017.5,3.54797925e-01,1.86839297e-02,4.01684198e-01,5.13834183e-03,0.00,0.00
4020,3.57200424e-01,1.88426148e-02,4.06594775e-01,5.14430846e-03,0.00,0.00
4022.5,3.59607327e-01,1.89454284e-02,4.11687355e-01,5.07042757e-03,0.00,0.00
4025,3.62014230e-01,1.90494921e-02,4.16798649e-01,4.99630432e-03,0.00,0.00
4027.5,3.64421132e-01,1.91547857e-02,4.21928657e-01,4.92194697e-03,0.00,0.00
4030,3.66828035e-01,1.92612889e-02,4.27077380e-01,4.84736436e-03,0.00,0.00
4032.5,3.68986256e-01,1.94378467e-02,4.29085225e-01,4.88133452e-03,0.00,0.00
4035,3.71144477e-01,1.96167284e-02,4.31093611e-01,4.91576410e-03,0.00,0.00
4037.5,3.73302698e-01,1.97978712e-02,4.33102539e-01,4.95064408e-03,0.00,0.00
4040,3.75460918e-01,1.99812135e-02,4.35112009e-01,4.98596555e-03,0.00,0.00
4042.5,3.77513973e-01,2.01593706e-02,4.35954324e-01,5.02515059e-03,0.00,0.00
4045,3.79567027e-01,2.03396502e-02,4.36791110e-01,5.06471980e-03,0.00,0.00
4047.5,3.81620082e-01,2.05219965e-02,4.37622367e-01,5.10465477e-03,0.00,0.00
4050,3.83673136e-01,2.07063547e-02,4.38448094e-01,5.14493761e-03,0.00,0.00
4052.5,3.85706997e-01,2.08423608e-02,4.39501224e-01,5.12907482e-03,0.00,0.00
4055,3.87740859e-01,2.09797611e-02,4.40541017e-01,5.11332928e-03,0.00,0.00
4057.5,3.89774720e-01,2.11185286e-02,4.41567471e-01,5.09770006e-03,0.00,0.00
4060,3.91808581e-01,2.12586363e-02,4.42580588e-01,5.08218628e-03,0.00,0.00
4062.5,3.93654092e-01,2.14331359e-02,4.42114665e-01,5.13170954e-03,0.00,0.00
4065,3.95499604e-01,2.16093406e-02,4.41641980e-01,5.18139496e-03,0.00,0.00
4067.5,3.97345115e-01,2.17872090e-02,4.41162532e-01,5.23121331e-03,0.00,0.00
4070,3.99190627e-01,2.19667006e-02,4.40676323e-01,5.28113662e-03,0.00,0.00
4072.5,4.00971958e-01,2.21184801e-02,4.40783532e-01,5.31622113e-03,0.00,0.00
4075,4.02753290e-01,2.22715704e-02,4.40884962e-01,5.35141864e-03,0.00,0.00
4077.5,4.04534621e-01,2.24259448e-02,4.40980614e-01,5.38671730e-03,0.00,0.00
4080,4.06315952e-01,2.25815770e-02,4.41070487e-01,5.42210564e-03,0.00,0.00
4082.5,4.08051601e-01,2.26925413e-02,4.42637825e-01,5.42634984e-03,0.00,0.00
4085,4.09787249e-01,2.28043955e-02,4.44203906e-01,5.43068752e-03,0.00,0.00
4087.5,4.11522897e-01,2.29171265e-02,4.45768730e-01,5.43511822e-03,0.00,0.00
4090,4.13258546e-01,2.30307213e-02,4.47332297e-01,5.43964150e-03,0.00,0.00
4092.5,4.14908836e-01,2.31208468e-02,4.49769495e-01,5.43993140e-03,0.00,0.00
4095,4.16559127e-01,2.32116750e-02,4.52211795e-01,5.44025029e-03,0.00,0.00
4097.5,4.18209417e-01,2.33031977e-02,4.54659199e-01,5.44059859e-03,0.00,0.00
4100,4.19859708e-01,2.33954068e-02,4.57111705e-01,5.44097672e-03,0.00,0.00
4102.5,4.21557061e-01,2.34064483e-02,4.61315880e-01,5.36063201e-03,0.00,0.00
4105,4.23254414e-01,2.34178121e-02,4.65534942e-01,5.27989814e-03,0.00,0.00
4107.5,4.24951766e-01,2.34294977e-02,4.69768891e-01,5.19877871e-03,0.00,0.00
4110,4.26649119e-01,2.34415048e-02,4.74017727e-01,5.11727756e-03,0.00,0.00
4112.5,4.28278356e-01,2.34462854e-02,4.77771540e-01,5.04930523e-03,0.00,0.00
4115,4.29907593e-01,2.34513845e-02,4.81536517e-01,4.98105666e-03,0.00,0.00
4117.5,4.31536830e-01,2.34568017e-02,4.85312657e-01,4.91253370e-03,0.00,0.00
4120,4.33166067e-01,2.34625370e-02,4.89099961e-01,4.84373830e-03,0.00,0.00
4122.5,4.34624282e-01,2.35237050e-02,4.90981284e-01,4.86362626e-03,0.00,0.00
4125,4.36082497e-01,2.35854155e-02,4.92865833e-01,4.88366697e-03,0.00,0.00
4127.5,4.37540712e-01,2.36476644e-02,4.94753608e-01,4.90385989e-03,0.00,0.00
4130,4.38998927e-01,2.37104475e-02,4.96644608e-01,4.92420447e-03,0.00,0.00
4132.5,4.40362070e-01,2.37867480e-02,4.97589665e-01,4.97911493e-03,0.00,0.00
4135,4.41725213e-01,2.38636409e-02,4.98535575e-01,5.03437938e-03,0.00,0.00
4137.5,4.43088356e-01,2.39411204e-02,4.99482336e-01,5.08998995e-03,0.00,0.00
4140,4.44451499e-01,2.40191810e-02,5.00429950e-01,5.14593904e-03,0.00,0.00
4142.5,4.45847421e-01,2.40337594e-02,5.02511623e-01,5.14408106e-03,0.00,0.00
4145,4.47243343e-01,2.40486957e-02,5.04596834e-01,5.14224569e-03,0.00,0.00
4147.5,4.48639266e-01,2.40639891e-02,5.06685582e-01,5.14043330e-03,0.00,0.00
4150,4.50035188e-01,2.40796389e-02,5.08777867e-01,5.13864421e-03,0.00,0.00
4152.5,4.51373824e-01,2.40858633e-02,5.10417545e-01,5.14031701e-03,0.00,0.00
4155,4.52712460e-01,2.40924181e-02,5.12058889e-01,5.14203966e-03,0.00,0.00
4157.5,4.54051096e-01,2.40993032e-02,5.13701898e-01,5.14381229e-03,0.00,0.00
4160,4.55389732e-01,2.41065182e-02,5.15346573e-01,5.14563506e-03,0.00,0.00
4162.5,4.56672356e-01,2.41043396e-02,5.16575350e-01,5.15077070e-03,0.00,0.00
4165,4.57954981e-01,2.41024658e-02,5.17804475e-01,5.15596770e-03,0.00,0.00
4167.5,4.59237605e-01,2.41008968e-02,5.19033946e-01,5.16122595e-03,0.00,0.00
4170,4.60520229e-01,2.40996326e-02,5.20263763e-01,5.16654530e-03,0.00,0.00
4172.5,4.61788771e-01,2.40647991e-02,5.21034776e-01,5.13782892e-03,0.00,0.00
4175,4.63057313e-01,2.40301899e-02,5.21801631e-01,5.10918833e-03,0.00,0.00
4177.5,4.64325855e-01,2.39958061e-02,5.22564326e-01,5.08062367e-03,0.00,0.00
4180,4.65594397e-01,2.39616486e-02,5.23322862e-01,5.05213507e-03,0.00,0.00
4182.5,4.66760942e-01,2.39462476e-02,5.23284037e-01,5.05992964e-03,0.00,0.00
4185,4.67927488e-01,2.39311077e-02,5.23242564e-01,5.06774617e-03,0.00,0.00
4187.5,4.69094034e-01,2.39162296e-02,5.23198442e-01,5.07558359e-03,0.00,0.00
4190,4.70260579e-01,2.39016136e-02,5.23151671e-01,5.08344085e-03,0.00,0.00
4192.5,4.71397671e-01,2.38625427e-02,5.23660937e-01,5.07779925e-03,0.00,0.00
4195,4.72534763e-01,2.38236766e-02,5.24168324e-01,5.07219530e-03,0.00,0.00
4197.5,4.73671855e-01,2.37850163e-02,5.24673833e-01,5.06662890e-03,0.00,0.00
4200,4.74808947e-01,2.37465628e-02,5.25177464e-01,5.06109996e-03,0.00,0.00
4202.5,4.75940145e-01,2.36752919e-02,5.26652690e-01,5.03649166e-03,0.00,0.00
4205,4.77071343e-01,2.36041720e-02,5.28128631e-01,5.01187757e-03,0.00,0.00
4207.5,4.78202542e-01,2.35332047e-02,5.29605288e-01,4.98725784e-03,0.00,0.00
4210,4.79333740e-01,2.34623912e-02,5.31082660e-01,4.96263261e-03,0.00,0.00
4212.5,4.80382465e-01,2.34087727e-02,5.32406063e-01,4.98077892e-03,0.00,0.00
4215,4.81431191e-01,2.33553419e-02,5.33731109e-01,4.99900660e-03,0.00,0.00
4217.5,4.82479916e-01,2.33021004e-02,5.35057800e-01,5.01731545e-03,0.00,0.00
4220,4.83528642e-01,2.32490492e-02,5.36386134e-01,5.03570526e-03,0.00,0.00
4222.5,4.84663031e-01,2.31119392e-02,5.39033748e-01,4.96889583e-03,0.00,0.00
4225,4.85797421e-01,2.29749143e-02,5.41686203e-01,4.90192050e-03,0.00,0.00
4227.5,4.86931810e-01,2.28379760e-02,5.44343499e-01,4.83477982e-03,0.00,0.00
4230,4.88066199e-01,2.27011258e-02,5.47005636e-01,4.76747436e-03,0.00,0.00
4232.5,4.89055618e-01,2.26231306e-02,5.47943968e-01,4.78352815e-03,0.00,0.00
4235,4.90045038e-01,2.25452993e-02,5.48883042e-01,4.79964971e-03,0.00,0.00
4237.5,4.91034457e-01,2.24676339e-02,5.49822860e-01,4.81583869e-03,0.00,0.00
4240,4.92023876e-01,2.23901360e-02,5.50763422e-01,4.83209477e-03,0.00,0.00
4242.5,4.92903722e-01,2.23478318e-02,5.50249293e-01,4.89935486e-03,0.00,0.00
4245,4.93783568e-01,2.23057517e-02,5.49735392e-01,4.96673300e-03,0.00,0.00
4247.5,4.94663413e-01,2.22638970e-02,5.49221717e-01,5.03422211e-03,0.00,0.00
4250,4.95543259e-01,2.22222689e-02,5.48708269e-01,5.10181550e-03,0.00,0.00
4252.5,4.96517563e-01,2.20940882e-02,5.49699739e-01,5.07935228e-03,0.00,0.00
4255,4.97491868e-01,2.19660200e-02,5.50690925e-01,5.05690437e-03,0.00,0.00
4257.5,4.98466172e-01,2.18380663e-02,5.51681827e-01,5.03447187e-03,0.00,0.00
4260,4.99440476e-01,2.17102291e-02,5.52672445e-01,5.01205493e-03,0.00,0.00
4262.5,5.00455737e-01,2.15301049e-02,5.54068752e-01,4.93720962e-03,0.00,0.00
4265,5.01470997e-01,2.13500532e-02,5.55462517e-01,4.86247304e-03,0.00,0.00
4267.5,5.02486258e-01,2.11700760e-02,5.56853739e-01,4.78784550e-03,0.00,0.00
4270,5.03501519e-01,2.09901752e-02,5.58242419e-01,4.71332734e-03,0.00,0.00
4272.5,5.04421925e-01,2.08398664e-02,5.58874037e-01,4.68400541e-03,0.00,0.00
4275,5.05342330e-01,2.06896578e-02,5.59504164e-01,4.65472715e-03,0.00,0.00
4277.5,5.06262736e-01,2.05395518e-02,5.60132799e-01,4.62549263e-03,0.00,0.00
4280,5.07183142e-01,2.03895505e-02,5.60759943e-01,4.59630197e-03,0.00,0.00
4282.5,5.08023661e-01,2.02628955e-02,5.61004748e-01,4.60457836e-03,0.00,0.00
4285,5.08864179e-01,2.01363663e-02,5.61249263e-01,4.61288137e-03,0.00,0.00
4287.5,5.09704698e-01,2.00099652e-02,5.61493488e-01,4.62121075e-03,0.00,0.00
4290,5.10545216e-01,1.98836947e-02,5.61737422e-01,4.62956626e-03,0.00,0.00
4292.5,5.11406983e-01,1.97192103e-02,5.62611495e-01,4.60248317e-03,0.00,0.00
4295,5.12268750e-01,1.95548220e-02,5.63485311e-01,4.57541242e-03,0.00,0.00
4297.5,5.13130516e-01,1.93905321e-02,5.64358869e-01,4.54835409e-03,0.00,0.00
4300,5.13992283e-01,1.92263433e-02,5.65232169e-01,4.52130828e-03,0.00,0.00
4302.5,5.14790062e-01,1.90791583e-02,5.66052326e-01,4.52359524e-03,0.00,0.00
4305,5.15587841e-01,1.89320883e-02,5.66873045e-01,4.52590167e-03,0.00,0.00
4307.5,5.16385620e-01,1.87851361e-02,5.67694326e-01,4.52822760e-03,0.00,0.00
4310,5.17183399e-01,1.86383045e-02,5.68516169e-01,4.53057305e-03,0.00,0.00
4312.5,5.17961427e-01,1.84842237e-02,5.69748529e-01,4.53505088e-03,0.00,0.00
4315,5.18739455e-01,1.83302618e-02,5.70982175e-01,4.53954286e-03,0.00,0.00
4317.5,5.19517483e-01,1.81764217e-02,5.72217108e-01,4.54404908e-03,0.00,0.00
4320,5.20295510e-01,1.80227066e-02,5.73453328e-01,4.54856961e-03,0.00,0.00
4322.5,5.21136598e-01,1.78124410e-02,5.75585167e-01,4.49549461e-03,0.00,0.00
4325,5.21977686e-01,1.76022672e-02,5.77720639e-01,4.44226714e-03,0.00,0.00
4327.5,5.22818774e-01,1.73921884e-02,5.79859746e-01,4.38888741e-03,0.00,0.00
4330,5.23659862e-01,1.71822082e-02,5.82002486e-01,4.33535562e-03,0.00,0.00
4332.5,5.24483624e-01,1.69676735e-02,5.83697646e-01,4.27923982e-03,0.00,0.00
4335,5.25307387e-01,1.67532385e-02,5.85394436e-01,4.22305771e-03,0.00,0.00
4337.5,5.26131149e-01,1.65389071e-02,5.87092858e-01,4.16680950e-03,0.00,0.00
4340,5.26954911e-01,1.63246833e-02,5.88792909e-01,4.11049543e-03,0.00,0.00
4342.5,5.27786083e-01,1.60884264e-02,5.89885093e-01,4.02917639e-03,0.00,0.00
4345,5.28617255e-01,1.58522740e-02,5.90974453e-01,3.94801157e-03,0.00,0.00
4347.5,5.29448428e-01,1.56162308e-02,5.92060989e-01,3.86700200e-03,0.00,0.00
4350,5.30279600e-01,1.53803018e-02,5.93144701e-01,3.78614878e-03,0.00,0.00
4352.5,5.31045647e-01,1.51720961e-02,5.92845934e-01,3.73587375e-03,0.00,0.00
4355,5.31811695e-01,1.49640209e-02,5.92542601e-01,3.68578863e-03,0.00,0.00
4357.5,5.32577743e-01,1.47560819e-02,5.92234702e-01,3.63589351e-03,0.00,0.00
4360,5.33343790e-01,1.45482848e-02,5.91922236e-01,3.58618849e-03,0.00,0.00
4362.5,5.33936558e-01,1.44340119e-02,5.89218355e-01,3.63794196e-03,0.00,0.00
4365,5.34529326e-01,1.43199447e-02,5.86519025e-01,3.68936120e-03,0.00,0.00
4367.5,5.35122093e-01,1.42060883e-02,5.83824248e-01,3.74043938e-03,0.00,0.00
4370,5.35714861e-01,1.40924477e-02,5.81134024e-01,3.79117009e-03,0.00,0.00
4372.5,5.36382504e-01,1.39191485e-02,5.79751686e-01,3.77944017e-03,0.00,0.00
4375,5.37050147e-01,1.37460269e-02,5.78367458e-01,3.76772687e-03,0.00,0.00
4377.5,5.37717790e-01,1.35730899e-02,5.76981341e-01,3.75603005e-03,0.00,0.00
4380,5.38385433e-01,1.34003444e-02,5.75593334e-01,3.74434962e-03,0.00,0.00
4382.5,5.39060399e-01,1.32132282e-02,5.74998250e-01,3.72065573e-03,0.00,0.00
4385,5.39735366e-01,1.30263033e-02,5.74401050e-01,3.69703109e-03,0.00,0.00
4387.5,5.40410332e-01,1.28395780e-02,5.73801734e-01,3.67347574e-03,0.00,0.00
4390,5.41085299e-01,1.26530613e-02,5.73200302e-01,3.64998972e-03,0.00,0.00
4392.5,5.41794191e-01,1.24348424e-02,5.73789537e-01,3.59700378e-03,0.00,0.00
4395,5.42503084e-01,1.22168352e-02,5.74377172e-01,3.54410076e-03,0.00,0.00
4397.5,5.43211976e-01,1.19990511e-02,5.74963207e-01,3.49128089e-03,0.00,0.00
4400,5.43920869e-01,1.17815026e-02,5.75547642e-01,3.43854440e-03,0.00,0.00
4402.5,5.44610953e-01,1.15692436e-02,5.76575756e-01,3.39424286e-03,0.00,0.00
4405,5.45301037e-01,1.13572363e-02,5.77604179e-01,3.34993100e-03,0.00,0.00
4407.5,5.45991121e-01,1.11454949e-02,5.78632913e-01,3.30560902e-03,0.00,0.00
4410,5.46681204e-01,1.09340349e-02,5.79661958e-01,3.26127713e-03,0.00,0.00
4412.5,5.47388019e-01,1.07099671e-02,5.81082211e-01,3.20416338e-03,0.00,0.00
4415,5.48094834e-01,1.04862104e-02,5.82503580e-01,3.14700453e-03,0.00,0.00
4417.5,5.48801649e-01,1.02627851e-02,5.83926065e-01,3.08980132e-03,0.00,0.00
4420,5.49508464e-01,1.00397134e-02,5.85349665e-01,3.03255454e-03,0.00,0.00
4422.5,5.50235240e-01,9.79979113e-03,5.87468228e-01,2.95796244e-03,0.00,0.00
4425,5.50962017e-01,9.56027734e-03,5.89590163e-01,2.88322291e-03,0.00,0.00
4427.5,5.51688794e-01,9.32120349e-03,5.91715471e-01,2.80833922e-03,0.00,0.00
4430,5.52415570e-01,9.08260433e-03,5.93844151e-01,2.73331504e-03,0.00,0.00
4432.5,5.53078154e-01,8.88475990e-03,5.95567554e-01,2.69850132e-03,0.00,0.00
4435,5.53740738e-01,8.68738945e-03,5.97293445e-01,2.66357470e-03,0.00,0.00
4437.5,5.54403321e-01,8.49052606e-03,5.99021823e-01,2.62853552e-03,0.00,0.00
4440,5.55065905e-01,8.29420583e-03,6.00752690e-01,2.59338415e-03,0.00,0.00
4442.5,5.55760477e-01,8.07760998e-03,6.03116796e-01,2.53368788e-03,0.00,0.00
4445,5.56455049e-01,7.86166883e-03,6.05485545e-01,2.47377699e-03,0.00,0.00
4447.5,5.57149622e-01,7.64643785e-03,6.07858935e-01,2.41365460e-03,0.00,0.00
4450,5.57844194e-01,7.43197875e-03,6.10236968e-01,2.35332419e-03,0.00,0.00
4452.5,5.58452224e-01,7.27312771e-03,6.11900746e-01,2.34695172e-03,0.00,0.00
4455,5.59060255e-01,7.11496952e-03,6.13566050e-01,2.34053672e-03,0.00,0.00
4457.5,5.59668285e-01,6.95755141e-03,6.15232880e-01,2.33407932e-03,0.00,0.00
4460,5.60276316e-01,6.80092479e-03,6.16901236e-01,2.32757965e-03,0.00,0.00
4462.5,5.60819463e-01,6.68573586e-03,6.17624294e-01,2.35644545e-03,0.00,0.00
4465,5.61362611e-01,6.57124743e-03,6.18346673e-01,2.38543657e-03,0.00,0.00
4467.5,5.61905758e-01,6.45749676e-03,6.19068373e-01,2.41455172e-03,0.00,0.00
4470,5.62448906e-01,6.34452355e-03,6.19789395e-01,2.44378965e-03,0.00,0.00
4472.5,5.63128772e-01,6.15344592e-03,6.21443799e-01,2.37880784e-03,0.00,0.00
4475,5.63808639e-01,5.96372300e-03,6.23099965e-01,2.31377108e-03,0.00,0.00
4477.5,5.64488506e-01,5.77548831e-03,6.24757893e-01,2.24868332e-03,0.00,0.00
4480,5.65168373e-01,5.58889221e-03,6.26417583e-01,2.18354901e-03,0.00,0.00
4482.5,5.65879465e-01,5.38948985e-03,6.27986036e-01,2.09301289e-03,0.00,0.00
4485,5.66590557e-01,5.19222578e-03,6.29554504e-01,2.00261477e-03,0.00,0.00
