LAMBDA,G,G_err,BP,BP_err,RP,RP_err
9035,2.35169303e-01,8.81887490e-03,0.00,0.00,4.11210292e-01,4.27762606e-02
9037.5,2.34586160e-01,8.80708326e-03,0.00,0.00,4.10400877e-01,4.27046245e-02
9040,2.34003017e-01,8.79530649e-03,0.00,0.00,4.09591286e-01,4.26329747e-02
9042.5,2.33394595e-01,8.80123376e-03,0.00,0.00,4.08908451e-01,4.19368851e-02
9045,2.32786173e-01,8.80716171e-03,0.00,0.00,4.08225574e-01,4.12407995e-02
9047.5,2.32177751e-01,8.81309033e-03,0.00,0.00,4.07542655e-01,4.05447203e-02
9050,2.31569329e-01,8.81901963e-03,0.00,0.00,4.06859693e-01,3.98486500e-02
9052.5,2.31013399e-01,8.80034518e-03,0.00,0.00,4.05900867e-01,4.02694973e-02
9055,2.30457469e-01,8.78169740e-03,0.00,0.00,4.04942053e-01,4.06903501e-02
9057.5,2.29901538e-01,8.76307645e-03,0.00,0.00,4.03983250e-01,4.11112078e-02
9060,2.29345608e-01,8.74448252e-03,0.00,0.00,4.03024458e-01,4.15320702e-02
9062.5,2.28694360e-01,8.78141172e-03,0.00,0.00,4.02502871e-01,4.02083440e-02
9065,2.28043112e-01,8.81837040e-03,0.00,0.00,4.01981256e-01,3.88847220e-02
9067.5,2.27391864e-01,8.85535818e-03,0.00,0.00,4.01459612e-01,3.75612228e-02
9070,2.26740616e-01,8.89237469e-03,0.00,0.00,4.00937939e-01,3.62378680e-02
9072.5,2.26151026e-01,8.89853570e-03,0.00,0.00,4.00401221e-01,3.50690032e-02
9075,2.25561437e-01,8.90469733e-03,0.00,0.00,3.99864441e-01,3.39002191e-02
9077.5,2.24971847e-01,8.91085956e-03,0.00,0.00,3.99327599e-01,3.27315385e-02
9080,2.24382257e-01,8.91702240e-03,0.00,0.00,3.98790695e-01,3.15629873e-02
9082.5,2.23877307e-01,8.87970422e-03,0.00,0.00,3.97762201e-01,3.25773057e-02
9085,2.23372356e-01,8.84246317e-03,0.00,0.00,3.96733448e-01,3.35920232e-02
9087.5,2.22867406e-01,8.80530023e-03,0.00,0.00,3.95704436e-01,3.46071261e-02
9090,2.22362456e-01,8.76821639e-03,0.00,0.00,3.94675165e-01,3.56226025e-02
9092.5,2.21724607e-01,8.80865620e-03,0.00,0.00,3.94118983e-01,3.42246133e-02
9095,2.21086758e-01,8.84913346e-03,0.00,0.00,3.93562954e-01,3.28273814e-02
9097.5,2.20448909e-01,8.88964768e-03,0.00,0.00,3.93007079e-01,3.14309495e-02
9100,2.19811060e-01,8.93019834e-03,0.00,0.00,3.92451357e-01,3.00353686e-02
9102.5,2.19111141e-01,9.00425523e-03,0.00,0.00,3.91939639e-01,2.88632481e-02
9105,2.18411222e-01,9.07846004e-03,0.00,0.00,3.91427830e-01,2.76913224e-02
9107.5,2.17711302e-01,9.15280917e-03,0.00,0.00,3.90915930e-01,2.65196433e-02
9110,2.17011383e-01,9.22729913e-03,0.00,0.00,3.90403940e-01,2.53482725e-02
9112.5,2.16358305e-01,9.27745711e-03,0.00,0.00,3.89501141e-01,2.55438362e-02
9115,2.15705228e-01,9.32766937e-03,0.00,0.00,3.88598469e-01,2.57393800e-02
9117.5,2.15052150e-01,9.37793502e-03,0.00,0.00,3.87695924e-01,2.59349037e-02
9120,2.14399072e-01,9.42825323e-03,0.00,0.00,3.86793505e-01,2.61304070e-02
9122.5,2.13824456e-01,9.43332857e-03,0.00,0.00,3.86440357e-01,2.41804326e-02
9125,2.13249841e-01,9.43840459e-03,0.00,0.00,3.86087196e-01,2.22321962e-02
9127.5,2.12675225e-01,9.44348128e-03,0.00,0.00,3.85734022e-01,2.02862191e-02
9130,2.12100609e-01,9.44855865e-03,0.00,0.00,3.85380835e-01,1.83432433e-02
9132.5,2.11601428e-01,9.40950659e-03,0.00,0.00,3.84491270e-01,1.85752828e-02
9135,2.11102247e-01,9.37052317e-03,0.00,0.00,3.83601710e-01,1.88073626e-02
9137.5,2.10603066e-01,9.33160924e-03,0.00,0.00,3.82712155e-01,1.90394811e-02
9140,2.10103885e-01,9.29276569e-03,0.00,0.00,3.81822605e-01,1.92716368e-02
9142.5,2.09555661e-01,9.28213235e-03,0.00,0.00,3.80901927e-01,1.95758783e-02
9145,2.09007437e-01,9.27151009e-03,0.00,0.00,3.79981321e-01,1.98801620e-02
9147.5,2.08459214e-01,9.26089893e-03,0.00,0.00,3.79060787e-01,2.01844849e-02
9150,2.07910990e-01,9.25029892e-03,0.00,0.00,3.78140325e-01,2.04888442e-02
9152.5,2.07334330e-01,9.25423803e-03,0.00,0.00,3.77789470e-01,1.82545808e-02
9155,2.06757670e-01,9.25817781e-03,0.00,0.00,3.77438696e-01,1.60266293e-02
9157.5,2.06181010e-01,9.26211824e-03,0.00,0.00,3.77088002e-01,1.38077489e-02
9160,2.05604350e-01,9.26605934e-03,0.00,0.00,3.76737389e-01,1.16027921e-02
9162.5,2.05033160e-01,9.26640023e-03,0.00,0.00,3.75666352e-01,1.25778150e-02
9165,2.04461971e-01,9.26674298e-03,0.00,0.00,3.74595296e-01,1.35560861e-02
9167.5,2.03890781e-01,9.26708760e-03,0.00,0.00,3.73524221e-01,1.45369530e-02
9170,2.03319592e-01,9.26743408e-03,0.00,0.00,3.72453127e-01,1.55199270e-02
9172.5,2.02654185e-01,9.31994193e-03,0.00,0.00,3.71706344e-01,1.49942846e-02
9175,2.01988778e-01,9.37251872e-03,0.00,0.00,3.70959693e-01,1.44693510e-02
9177.5,2.01323372e-01,9.42516331e-03,0.00,0.00,3.70213173e-01,1.39451950e-02
9180,2.00657965e-01,9.47787457e-03,0.00,0.00,3.69466785e-01,1.34218959e-02
9182.5,2.00018013e-01,9.51427239e-03,0.00,0.00,3.69211880e-01,1.09632670e-02
9185,1.99378062e-01,9.55069730e-03,0.00,0.00,3.68956989e-01,8.53960467e-03
9187.5,1.98738110e-01,9.58714898e-03,0.00,0.00,3.68702112e-01,6.19193459e-03
9190,1.98098159e-01,9.62362713e-03,0.00,0.00,3.68447248e-01,4.05422433e-03
9192.5,1.97578568e-01,9.59294342e-03,0.00,0.00,3.67265770e-01,5.20825988e-03
9195,1.97058977e-01,9.56230126e-03,0.00,0.00,3.66084295e-01,6.46258552e-03
9197.5,1.96539387e-01,9.53170107e-03,0.00,0.00,3.64902825e-01,7.76877199e-03
9200,1.96019796e-01,9.50114325e-03,0.00,0.00,3.63721358e-01,9.10452374e-03
9202.5,1.95480367e-01,9.48030868e-03,0.00,0.00,3.63061908e-01,8.18250926e-03
9205,1.94940937e-01,9.45949746e-03,0.00,0.00,3.62402611e-01,7.27299307e-03
9207.5,1.94401508e-01,9.43870973e-03,0.00,0.00,3.61743468e-01,6.38121157e-03
9210,1.93862078e-01,9.41794566e-03,0.00,0.00,3.61084477e-01,5.51564631e-03
9212.5,1.93252139e-01,9.43793271e-03,0.00,0.00,3.60764177e-01,3.73168778e-03
9215,1.92642200e-01,9.45792604e-03,0.00,0.00,3.60443881e-01,2.68404075e-03
9217.5,1.92032260e-01,9.47792560e-03,0.00,0.00,3.60123589e-01,3.20276422e-03
9220,1.91422321e-01,9.49793136e-03,0.00,0.00,3.59803302e-01,4.80478580e-03
9222.5,1.90849209e-01,9.49833980e-03,0.00,0.00,3.58628862e-01,3.85053203e-03
9225,1.90276097e-01,9.49874961e-03,0.00,0.00,3.57454690e-01,3.08901120e-03
9227.5,1.89702985e-01,9.49916081e-03,0.00,0.00,3.56280786e-01,2.68887267e-03
9230,1.89129874e-01,9.49957339e-03,0.00,0.00,3.55107150e-01,2.80866965e-03
9232.5,1.88555989e-01,9.50119871e-03,0.00,0.00,3.54567613e-01,2.72479648e-03
9235,1.87982104e-01,9.50282489e-03,0.00,0.00,3.54028178e-01,3.30194262e-03
9237.5,1.87408220e-01,9.50445192e-03,0.00,0.00,3.53488843e-01,4.28032490e-03
9240,1.86834335e-01,9.50607982e-03,0.00,0.00,3.52949610e-01,5.44767964e-03
9242.5,1.86238174e-01,9.51972830e-03,0.00,0.00,3.52402330e-01,6.48739808e-03
9245,1.85642013e-01,9.53337874e-03,0.00,0.00,3.51855012e-01,7.56341159e-03
9247.5,1.85045852e-01,9.54703114e-03,0.00,0.00,3.51307656e-01,8.66223699e-03
9250,1.84449691e-01,9.56068548e-03,0.00,0.00,3.50760261e-01,9.77621353e-03
9252.5,1.83848141e-01,9.57769474e-03,0.00,0.00,3.49738814e-01,9.07531594e-03
9255,1.83246592e-01,9.59470774e-03,0.00,0.00,3.48717409e-01,8.37985407e-03
9257.5,1.82645042e-01,9.61172446e-03,0.00,0.00,3.47696047e-01,7.69129391e-03
9260,1.82043493e-01,9.62874489e-03,0.00,0.00,3.46674726e-01,7.01165952e-03
9262.5,1.81518718e-01,9.60296984e-03,0.00,0.00,3.46252907e-01,8.67649091e-03
9265,1.80993943e-01,9.57722807e-03,0.00,0.00,3.45831113e-01,1.03775937e-02
9267.5,1.80469167e-01,9.55151984e-03,0.00,0.00,3.45409344e-01,1.20996315e-02
9270,1.79944392e-01,9.52584542e-03,0.00,0.00,3.44987600e-01,1.38347474e-02
9272.5,1.79426970e-01,9.49757809e-03,0.00,0.00,3.44362633e-01,1.46775353e-02
9275,1.78909548e-01,9.46934996e-03,0.00,0.00,3.43737637e-01,1.55220230e-02
9277.5,1.78392126e-01,9.44116136e-03,0.00,0.00,3.43112611e-01,1.63679538e-02
9280,1.77874704e-01,9.41301267e-03,0.00,0.00,3.42487557e-01,1.72151207e-02
9282.5,1.77380356e-01,9.37244606e-03,0.00,0.00,3.41508815e-01,1.66579121e-02
9285,1.76886009e-01,9.33195598e-03,0.00,0.00,3.40530119e-01,1.61012840e-02
9287.5,1.76391661e-01,9.29154342e-03,0.00,0.00,3.39551467e-01,1.55452958e-02
9290,1.75897314e-01,9.25120941e-03,0.00,0.00,3.38572860e-01,1.49900158e-02
9292.5,1.75405597e-01,9.21130173e-03,0.00,0.00,3.38050076e-01,1.62991297e-02
9295,1.74913881e-01,9.17147347e-03,0.00,0.00,3.37527306e-01,1.76112217e-02
9297.5,1.74422165e-01,9.13172568e-03,0.00,0.00,3.37004552e-01,1.89256640e-02
9300,1.73930448e-01,9.09205942e-03,0.00,0.00,3.36481813e-01,2.02419911e-02
9302.5,1.73331647e-01,9.10967542e-03,0.00,0.00,3.35811810e-01,2.09450698e-02
9305,1.72732845e-01,9.12729680e-03,0.00,0.00,3.35141817e-01,2.16485274e-02
9307.5,1.72134044e-01,9.14492354e-03,0.00,0.00,3.34471834e-01,2.23523271e-02
9310,1.71535242e-01,9.16255561e-03,0.00,0.00,3.33801863e-01,2.30564364e-02
9312.5,1.70995375e-01,9.14893138e-03,0.00,0.00,3.32915407e-01,2.28656130e-02
9315,1.70455508e-01,9.13532233e-03,0.00,0.00,3.32028931e-01,2.26748160e-02
9317.5,1.69915641e-01,9.12172855e-03,0.00,0.00,3.31142434e-01,2.24840462e-02
9320,1.69375774e-01,9.10815009e-03,0.00,0.00,3.30255916e-01,2.22933044e-02
9322.5,1.68850245e-01,9.08697769e-03,0.00,0.00,3.29639139e-01,2.32181249e-02
9325,1.68324717e-01,9.06583523e-03,0.00,0.00,3.29022317e-01,2.41435206e-02
9327.5,1.67799189e-01,9.04472292e-03,0.00,0.00,3.28405452e-01,2.50694349e-02
9330,1.67273661e-01,9.02364096e-03,0.00,0.00,3.27788543e-01,2.59958195e-02
9332.5,1.66739168e-01,9.00719441e-03,0.00,0.00,3.27062763e-01,2.65390936e-02
9335,1.66204675e-01,8.99076864e-03,0.00,0.00,3.26336972e-01,2.70824890e-02
9337.5,1.65670182e-01,8.97436379e-03,0.00,0.00,3.25611169e-01,2.76259987e-02
9340,1.65135689e-01,8.95797995e-03,0.00,0.00,3.24885355e-01,2.81696168e-02
9342.5,1.64597886e-01,8.94520637e-03,0.00,0.00,3.24202973e-01,2.89804625e-02
9345,1.64060083e-01,8.93244752e-03,0.00,0.00,3.23520647e-01,2.97914406e-02
9347.5,1.63522279e-01,8.91970347e-03,0.00,0.00,3.22838378e-01,3.06025351e-02
9350,1.62984476e-01,8.90697427e-03,0.00,0.00,3.22156166e-01,3.14137316e-02
9352.5,1.62489463e-01,8.87071221e-03,0.00,0.00,3.21413298e-01,3.18653491e-02
9355,1.61994449e-01,8.83452910e-03,0.00,0.00,3.20670339e-01,3.23170642e-02
9357.5,1.61499436e-01,8.79842592e-03,0.00,0.00,3.19927288e-01,3.27688752e-02
9360,1.61004422e-01,8.76240366e-03,0.00,0.00,3.19184146e-01,3.32207804e-02
9362.5,1.60496984e-01,8.73517253e-03,0.00,0.00,3.18395191e-01,3.36731897e-02
9365,1.59989546e-01,8.70799190e-03,0.00,0.00,3.17606343e-01,3.41255738e-02
9367.5,1.59482108e-01,8.68086224e-03,0.00,0.00,3.16817602e-01,3.45779312e-02
9370,1.58974670e-01,8.65378404e-03,0.00,0.00,3.16028967e-01,3.50302604e-02
9372.5,1.58407996e-01,8.65794163e-03,0.00,0.00,3.15391025e-01,3.61080207e-02
9375,1.57841322e-01,8.66209951e-03,0.00,0.00,3.14753141e-01,3.71858705e-02
9377.5,1.57274648e-01,8.66625769e-03,0.00,0.00,3.14115315e-01,3.82637936e-02
9380,1.56707973e-01,8.67041616e-03,0.00,0.00,3.13477547e-01,3.93417757e-02
9382.5,1.56171195e-01,8.66130115e-03,0.00,0.00,3.12466599e-01,3.88918315e-02
9385,1.55634416e-01,8.65219603e-03,0.00,0.00,3.11455743e-01,3.84419606e-02
9387.5,1.55097637e-01,8.64310081e-03,0.00,0.00,3.10444977e-01,3.79921642e-02
9390,1.54560858e-01,8.63401554e-03,0.00,0.00,3.09434303e-01,3.75424435e-02
9392.5,1.54029579e-01,8.62309217e-03,0.00,0.00,3.08693870e-01,3.81485357e-02
9395,1.53498300e-01,8.61218158e-03,0.00,0.00,3.07953388e-01,3.87547154e-02
9397.5,1.52967020e-01,8.60128382e-03,0.00,0.00,3.07212859e-01,3.93609806e-02
9400,1.52435741e-01,8.59039893e-03,0.00,0.00,3.06472281e-01,3.99673290e-02
9402.5,1.51960322e-01,8.55252589e-03,0.00,0.00,3.05819926e-01,4.11196527e-02
9405,1.51484903e-01,8.51474884e-03,0.00,0.00,3.05167686e-01,4.22719113e-02
9407.5,1.51009484e-01,8.47706907e-03,0.00,0.00,3.04515562e-01,4.34240927e-02
9410,1.50534065e-01,8.43948787e-03,0.00,0.00,3.03863555e-01,4.45761862e-02
9412.5,1.50052175e-01,8.40948689e-03,0.00,0.00,3.02737515e-01,4.35889471e-02
9415,1.49570286e-01,8.37955357e-03,0.00,0.00,3.01611390e-01,4.26017407e-02
9417.5,1.49088396e-01,8.34968865e-03,0.00,0.00,3.00485180e-01,4.16145747e-02
9420,1.48606507e-01,8.31989287e-03,0.00,0.00,2.99358885e-01,4.06274573e-02
9422.5,1.48078835e-01,8.31781733e-03,0.00,0.00,2.98745853e-01,4.18468592e-02
9425,1.47551164e-01,8.31574440e-03,0.00,0.00,2.98132835e-01,4.30663932e-02
9427.5,1.47023493e-01,8.31367406e-03,0.00,0.00,2.97519831e-01,4.42860463e-02
9430,1.46495821e-01,8.31160633e-03,0.00,0.00,2.96906841e-01,4.55058065e-02
9432.5,1.46021147e-01,8.28570054e-03,0.00,0.00,2.96449865e-01,4.71775657e-02
9435,1.45546473e-01,8.25985033e-03,0.00,0.00,2.95992724e-01,4.88500765e-02
9437.5,1.45071800e-01,8.23405623e-03,0.00,0.00,2.95535419e-01,5.05233181e-02
9440,1.44597126e-01,8.20831875e-03,0.00,0.00,2.95077951e-01,5.21972723e-02
9442.5,1.44082931e-01,8.20625000e-03,0.00,0.00,2.93862605e-01,5.07957861e-02
9445,1.43568736e-01,8.20418399e-03,0.00,0.00,2.92647056e-01,4.93942094e-02
9447.5,1.43054542e-01,8.20212073e-03,0.00,0.00,2.91431306e-01,4.79925543e-02
9450,1.42540347e-01,8.20006022e-03,0.00,0.00,2.90215354e-01,4.65908344e-02
9452.5,1.42010913e-01,8.21109373e-03,0.00,0.00,2.89531289e-01,4.73502252e-02
9455,1.41481478e-01,8.22213066e-03,0.00,0.00,2.88847003e-01,4.81098838e-02
9457.5,1.40952043e-01,8.23317101e-03,0.00,0.00,2.88162497e-01,4.88698083e-02
9460,1.40422609e-01,8.24421475e-03,0.00,0.00,2.87477771e-01,4.96299970e-02
9462.5,1.39931123e-01,8.23977823e-03,0.00,0.00,2.86987342e-01,5.12319422e-02
9465,1.39439638e-01,8.23534603e-03,0.00,0.00,2.86496766e-01,5.28344840e-02
9467.5,1.38948153e-01,8.23091816e-03,0.00,0.00,2.86006042e-01,5.44376088e-02
9470,1.38456667e-01,8.22649463e-03,0.00,0.00,2.85515171e-01,5.60413048e-02
9472.5,1.37996089e-01,8.21062144e-03,0.00,0.00,2.84288748e-01,5.46068200e-02
9475,1.37535510e-01,8.19477351e-03,0.00,0.00,2.83062021e-01,5.31721093e-02
9477.5,1.37074932e-01,8.17895100e-03,0.00,0.00,2.81834989e-01,5.17371829e-02
9480,1.36614353e-01,8.16315403e-03,0.00,0.00,2.80607653e-01,5.03020523e-02
9482.5,1.36130033e-01,8.16343883e-03,0.00,0.00,2.79877200e-01,5.09262496e-02
9485,1.35645713e-01,8.16372446e-03,0.00,0.00,2.79146534e-01,5.15506392e-02
9487.5,1.35161394e-01,8.16401094e-03,0.00,0.00,2.78415654e-01,5.21752204e-02
9490,1.34677074e-01,8.16429826e-03,0.00,0.00,2.77684561e-01,5.27999924e-02
9492.5,1.34214057e-01,8.15842361e-03,0.00,0.00,2.77221164e-01,5.45232947e-02
9495,1.33751041e-01,8.15255464e-03,0.00,0.00,2.76757589e-01,5.62473414e-02
9497.5,1.33288024e-01,8.14669139e-03,0.00,0.00,2.76293837e-01,5.79721192e-02
9500,1.32825007e-01,8.14083385e-03,0.00,0.00,2.75829908e-01,5.96976164e-02
9502.5,1.32362867e-01,8.13871827e-03,0.00,0.00,2.74766994e-01,5.90062611e-02
9505,1.31900727e-01,8.13660438e-03,0.00,0.00,2.73703816e-01,5.83147638e-02
9507.5,1.31438586e-01,8.13449218e-03,0.00,0.00,2.72640374e-01,5.76231255e-02
9510,1.30976446e-01,8.13238167e-03,0.00,0.00,2.71576668e-01,5.69313471e-02
9512.5,1.30552319e-01,8.11285304e-03,0.00,0.00,2.70606590e-01,5.66884541e-02
9515,1.30128193e-01,8.09335735e-03,0.00,0.00,2.69636296e-01,5.64455121e-02
9517.5,1.29704066e-01,8.07389484e-03,0.00,0.00,2.68665785e-01,5.62025213e-02
9520,1.29279939e-01,8.05446575e-03,0.00,0.00,2.67695057e-01,5.59594818e-02
9522.5,1.28805947e-01,8.06269236e-03,0.00,0.00,2.67012973e-01,5.68973316e-02
9525,1.28331954e-01,8.07092234e-03,0.00,0.00,2.66330667e-01,5.78355027e-02
9527.5,1.27857961e-01,8.07915569e-03,0.00,0.00,2.65648141e-01,5.87739935e-02
9530,1.27383968e-01,8.08739240e-03,0.00,0.00,2.64965393e-01,5.97128022e-02
9532.5,1.26931003e-01,8.08715614e-03,0.00,0.00,2.63817775e-01,5.88398821e-02
9535,1.26478037e-01,8.08692009e-03,0.00,0.00,2.62670000e-01,5.79668852e-02
9537.5,1.26025072e-01,8.08668425e-03,0.00,0.00,2.61522067e-01,5.70938133e-02
9540,1.25572106e-01,8.08644861e-03,0.00,0.00,2.60373978e-01,5.62206684e-02
9542.5,1.25076325e-01,8.10992361e-03,0.00,0.00,2.59453390e-01,5.62497364e-02
9545,1.24580545e-01,8.13343691e-03,0.00,0.00,2.58532547e-01,5.62788103e-02
9547.5,1.24084764e-01,8.15698817e-03,0.00,0.00,2.57611450e-01,5.63078900e-02
9550,1.23588983e-01,8.18057707e-03,0.00,0.00,2.56690098e-01,5.63369756e-02
9552.5,1.23033318e-01,8.23692323e-03,0.00,0.00,2.56038462e-01,5.76255001e-02
9555,1.22477652e-01,8.29348222e-03,0.00,0.00,2.55386773e-01,5.89142026e-02
9557.5,1.21921986e-01,8.35024971e-03,0.00,0.00,2.54735031e-01,6.02030781e-02
9560,1.21366320e-01,8.40722147e-03,0.00,0.00,2.54083235e-01,6.14921224e-02
9562.5,1.20943534e-01,8.39805536e-03,0.00,0.00,2.53029325e-01,6.10856834e-02
9565,1.20520749e-01,8.38889366e-03,0.00,0.00,2.51975248e-01,6.06791905e-02
9567.5,1.20097964e-01,8.37973638e-03,0.00,0.00,2.50921005e-01,6.02726437e-02
9570,1.19675179e-01,8.37058354e-03,0.00,0.00,2.49866595e-01,5.98660433e-02
9572.5,1.19259763e-01,8.35880199e-03,0.00,0.00,2.48914839e-01,5.99028336e-02
9575,1.18844348e-01,8.34702705e-03,0.00,0.00,2.47962926e-01,5.99396292e-02
9577.5,1.18428933e-01,8.33525873e-03,0.00,0.00,2.47010856e-01,5.99764300e-02
9580,1.18013518e-01,8.32349706e-03,0.00,0.00,2.46058629e-01,6.00132361e-02
9582.5,1.17561454e-01,8.33291868e-03,0.00,0.00,2.45129271e-01,6.02044702e-02
9585,1.17109390e-01,8.34234840e-03,0.00,0.00,2.44199824e-01,6.03957226e-02
9587.5,1.16657325e-01,8.35178617e-03,0.00,0.00,2.43270290e-01,6.05869933e-02
9590,1.16205261e-01,8.36123199e-03,0.00,0.00,2.42340668e-01,6.07782822e-02
9592.5,1.15734651e-01,8.38188058e-03,0.00,0.00,2.41314374e-01,6.05992326e-02
9595,1.15264042e-01,8.40256189e-03,0.00,0.00,2.40288043e-01,6.04201794e-02
9597.5,1.14793432e-01,8.42327567e-03,0.00,0.00,2.39261675e-01,6.02411224e-02
9600,1.14322822e-01,8.44402168e-03,0.00,0.00,2.38235271e-01,6.00620618e-02
9602.5,1.13845958e-01,8.47089344e-03,0.00,0.00,2.37333324e-01,6.04512284e-02
9605,1.13369094e-01,8.49781606e-03,0.00,0.00,2.36431382e-01,6.08403979e-02
9607.5,1.12892229e-01,8.52478906e-03,0.00,0.00,2.35529445e-01,6.12295700e-02
9610,1.12415365e-01,8.55181195e-03,0.00,0.00,2.34627513e-01,6.16187447e-02
9612.5,1.11934912e-01,8.58328472e-03,0.00,0.00,2.33539955e-01,6.12110927e-02
9615,1.11454459e-01,8.61482267e-03,0.00,0.00,2.32452401e-01,6.08034521e-02
9617.5,1.10974005e-01,8.64642510e-03,0.00,0.00,2.31364851e-01,6.03958230e-02
9620,1.10493552e-01,8.67809130e-03,0.00,0.00,2.30277306e-01,5.99882056e-02
9622.5,1.10039115e-01,8.69974045e-03,0.00,0.00,2.29212271e-01,5.96820640e-02
9625,1.09584678e-01,8.72142062e-03,0.00,0.00,2.28147216e-01,5.93759231e-02
9627.5,1.09130241e-01,8.74313158e-03,0.00,0.00,2.27082141e-01,5.90697830e-02
9630,1.08675804e-01,8.76487311e-03,0.00,0.00,2.26017045e-01,5.87636438e-02
9632.5,1.08236260e-01,8.78161144e-03,0.00,0.00,2.25207917e-01,5.95301281e-02
9635,1.07796716e-01,8.79836888e-03,0.00,0.00,2.24398804e-01,6.02966236e-02
9637.5,1.07357171e-01,8.81514531e-03,0.00,0.00,2.23589704e-01,6.10631294e-02
9640,1.06917627e-01,8.83194062e-03,0.00,0.00,2.22780617e-01,6.18296447e-02
9642.5,1.06504886e-01,8.83731950e-03,0.00,0.00,2.21571177e-01,6.09655811e-02
9645,1.06092146e-01,8.84270166e-03,0.00,0.00,2.20361847e-01,6.01016366e-02
9647.5,1.05679406e-01,8.84808711e-03,0.00,0.00,2.19152630e-01,5.92378128e-02
9650,1.05266665e-01,8.85347583e-03,0.00,0.00,2.17943524e-01,5.83741114e-02
9652.5,1.04863150e-01,8.85655518e-03,0.00,0.00,2.16864249e-01,5.79576596e-02
9655,1.04459635e-01,8.85963620e-03,0.00,0.00,2.15784870e-01,5.75411801e-02
9657.5,1.04056120e-01,8.86271889e-03,0.00,0.00,2.14705388e-01,5.71246733e-02
9660,1.03652605e-01,8.86580324e-03,0.00,0.00,2.13625802e-01,5.67081393e-02
9662.5,1.03240538e-01,8.87572572e-03,0.00,0.00,2.12871179e-01,5.77210361e-02
9665,1.02828471e-01,8.88565593e-03,0.00,0.00,2.12116617e-01,5.87338991e-02
9667.5,1.02416405e-01,8.89559384e-03,0.00,0.00,2.11362117e-01,5.97467256e-02
9670,1.02004338e-01,8.90553941e-03,0.00,0.00,2.10607679e-01,6.07595133e-02
9672.5,1.01563114e-01,8.93362476e-03,0.00,0.00,2.09381062e-01,5.97732791e-02
9675,1.01121889e-01,8.96175382e-03,0.00,0.00,2.08154501e-01,5.87871441e-02
9677.5,1.00680665e-01,8.98992619e-03,0.00,0.00,2.06927996e-01,5.78011112e-02
9680,1.00239441e-01,9.01814146e-03,0.00,0.00,2.05701548e-01,5.68151831e-02
9682.5,9.97934734e-02,9.05070616e-03,0.00,0.00,2.04565845e-01,5.62179041e-02
9685,9.93475059e-02,9.08332586e-03,0.00,0.00,2.03430279e-01,5.56207220e-02
9687.5,9.89015385e-02,9.11599999e-03,0.00,0.00,2.02294849e-01,5.50236376e-02
9690,9.84555711e-02,9.14872795e-03,0.00,0.00,2.01159555e-01,5.44266519e-02
9692.5,9.80309788e-02,9.17222070e-03,0.00,0.00,2.00444752e-01,5.55468462e-02
9695,9.76063865e-02,9.19574194e-03,0.00,0.00,1.99729962e-01,5.66670917e-02
9697.5,9.71817941e-02,9.21929145e-03,0.00,0.00,1.99015185e-01,5.77873841e-02
9700,9.67572018e-02,9.24286903e-03,0.00,0.00,1.98300422e-01,5.89077196e-02
9702.5,9.63246797e-02,9.27165260e-03,0.00,0.00,1.97119898e-01,5.81059585e-02
9705,9.58921576e-02,9.30047652e-03,0.00,0.00,1.95939514e-01,5.73043325e-02
9707.5,9.54596356e-02,9.32934042e-03,0.00,0.00,1.94759269e-01,5.65028433e-02
9710,9.50271135e-02,9.35824392e-03,0.00,0.00,1.93579165e-01,5.57014927e-02
9712.5,9.46195398e-02,9.37466342e-03,0.00,0.00,1.92397831e-01,5.48147248e-02
9715,9.42119662e-02,9.39109760e-03,0.00,0.00,1.91216460e-01,5.39279865e-02
9717.5,9.38043926e-02,9.40754639e-03,0.00,0.00,1.90035052e-01,5.30412807e-02
9720,9.33968190e-02,9.42400970e-03,0.00,0.00,1.88853606e-01,5.21546105e-02
9722.5,9.30176179e-02,9.42527398e-03,0.00,0.00,1.88178525e-01,5.33982851e-02
9725,9.26384169e-02,9.42653919e-03,0.00,0.00,1.87503464e-01,5.46420258e-02
9727.5,9.22592158e-02,9.42780534e-03,0.00,0.00,1.86828424e-01,5.58858257e-02
9730,9.18800147e-02,9.42907242e-03,0.00,0.00,1.86153404e-01,5.71296782e-02
9732.5,9.15231215e-02,9.41836877e-03,0.00,0.00,1.85055817e-01,5.65879866e-02
9735,9.11662283e-02,9.40766688e-03,0.00,0.00,1.83958244e-01,5.60463228e-02
9737.5,9.08093352e-02,9.39696678e-03,0.00,0.00,1.82860685e-01,5.55046874e-02
9740,9.04524420e-02,9.38626847e-03,0.00,0.00,1.81763140e-01,5.49630809e-02
9742.5,9.00834553e-02,9.38229342e-03,0.00,0.00,1.80445096e-01,5.35132113e-02
9745,8.97144686e-02,9.37831844e-03,0.00,0.00,1.79127221e-01,5.20636877e-02
9747.5,8.93454818e-02,9.37434351e-03,0.00,0.00,1.77809512e-01,5.06145239e-02
9750,8.89764951e-02,9.37036865e-03,0.00,0.00,1.76491972e-01,4.91657353e-02
9752.5,8.85757702e-02,9.38416933e-03,0.00,0.00,1.75796952e-01,5.02582468e-02
9755,8.81750453e-02,9.39798230e-03,0.00,0.00,1.75101928e-01,5.13508637e-02
9757.5,8.77743203e-02,9.41180751e-03,0.00,0.00,1.74406899e-01,5.24435799e-02
9760,8.73735954e-02,9.42564490e-03,0.00,0.00,1.73711865e-01,5.35363898e-02
